iid,datadate,tic,cusip,conm,div,divd,anncdate,paydate,recorddate,cshoc,cshtrd,eps,prccd,prchd,prcld,prcod,cik,gind,gsector,gsubind
1,2005-01-03,AAPL,037833100,APPLE INC,,,,,,402058000.0,12375900.0,0.74,63.29,65.11,62.6,64.78,320193.0,452020,45,45202030
1,2005-01-04,AAPL,037833100,APPLE INC,,,,,,402058000.0,19604040.0,0.74,63.94,65.47,62.97,63.8,320193.0,452020,45,45202030
1,2005-01-05,AAPL,037833100,APPLE INC,,,,,,402058000.0,12153380.0,0.74,64.5,65.25,64.05,64.46,320193.0,452020,45,45202030
1,2005-01-06,AAPL,037833100,APPLE INC,,,,,,402058000.0,12599140.0,0.74,64.55,64.91,63.33,64.685,320193.0,452020,45,45202030
1,2005-01-07,AAPL,037833100,APPLE INC,,,,,,402058000.0,39915230.0,0.74,69.25,69.63,64.75,65.0,320193.0,452020,45,45202030
1,2005-01-10,AAPL,037833100,APPLE INC,,,,,,402058000.0,30844160.0,0.74,68.96,70.7,67.88,69.83,320193.0,452020,45,45202030
1,2005-01-11,AAPL,037833100,APPLE INC,,,,,,402058000.0,46688730.0,0.74,64.56,69.15,64.14,68.26,320193.0,452020,45,45202030
1,2005-01-12,AAPL,037833100,APPLE INC,,,,,,402058000.0,35017450.0,0.74,65.46,65.9,63.3,65.29,320193.0,452020,45,45202030
1,2005-01-13,AAPL,037833100,APPLE INC,,,,,,404549000.0,56572400.0,1.32,69.8,74.42,69.73,73.71,320193.0,452020,45,45202030
1,2005-01-14,AAPL,037833100,APPLE INC,,,,,,404549000.0,31625210.0,1.32,70.2,71.72,69.19,70.2,320193.0,452020,45,45202030
1,2005-01-18,AAPL,037833100,APPLE INC,,,,,,404549000.0,17988640.0,1.32,70.65,70.7,69.21,69.85,320193.0,452020,45,45202030
1,2005-01-19,AAPL,037833100,APPLE INC,,,,,,404549000.0,13438860.0,1.32,69.88,71.46,69.75,70.49,320193.0,452020,45,45202030
1,2005-01-20,AAPL,037833100,APPLE INC,,,,,,404549000.0,16340630.0,1.32,70.46,71.27,69.47,69.65,320193.0,452020,45,45202030
1,2005-01-21,AAPL,037833100,APPLE INC,,,,,,404549000.0,16283480.0,1.32,70.49,71.6,70.0,71.31,320193.0,452020,45,45202030
1,2005-01-24,AAPL,037833100,APPLE INC,,,,,,404549000.0,15065280.0,1.32,70.76,71.78,70.55,70.98,320193.0,452020,45,45202030
1,2005-01-25,AAPL,037833100,APPLE INC,,,,,,404549000.0,17323360.0,1.32,72.05,72.84,70.94,71.37,320193.0,452020,45,45202030
1,2005-01-26,AAPL,037833100,APPLE INC,,,,,,404549000.0,13290960.0,1.32,72.25,72.75,71.22,72.68,320193.0,452020,45,45202030
1,2005-01-27,AAPL,037833100,APPLE INC,,,,,,404549000.0,8863494.0,1.32,72.64,72.92,71.55,72.16,320193.0,452020,45,45202030
1,2005-01-28,AAPL,037833100,APPLE INC,,,,,,404549000.0,14319400.0,1.32,73.98,73.98,72.44,72.62,320193.0,452020,45,45202030
1,2005-01-31,AAPL,037833100,APPLE INC,,,,,,404549000.0,30072030.0,1.32,76.9,77.89,74.51,74.79,320193.0,452020,45,45202030
1,2005-02-01,AAPL,037833100,APPLE INC,,,,,,404549000.0,12121640.0,1.32,77.53,77.77,76.58,77.1,320193.0,452020,45,45202030
1,2005-02-02,AAPL,037833100,APPLE INC,,,,,,408586000.0,18289290.0,1.32,79.63,79.91,77.69,77.95,320193.0,452020,45,45202030
1,2005-02-03,AAPL,037833100,APPLE INC,,,,,,408586000.0,13089040.0,1.32,77.81,79.43,77.33,79.28,320193.0,452020,45,45202030
1,2005-02-04,AAPL,037833100,APPLE INC,,,,,,408586000.0,10063720.0,1.32,78.84,78.93,77.53,77.87,320193.0,452020,45,45202030
1,2005-02-07,AAPL,037833100,APPLE INC,,,,,,408586000.0,9375464.0,1.32,78.94,79.35,77.5,79.01,320193.0,452020,45,45202030
1,2005-02-08,AAPL,037833100,APPLE INC,,,,,,408586000.0,15896090.0,1.32,80.9,81.38,78.79,79.07,320193.0,452020,45,45202030
1,2005-02-09,AAPL,037833100,APPLE INC,,,,,,408586000.0,21313300.0,1.32,78.74,81.99,78.1,81.04,320193.0,452020,45,45202030
1,2005-02-10,AAPL,037833100,APPLE INC,,,,,,408586000.0,19519360.0,1.32,78.36,79.28,76.66,78.86,320193.0,452020,45,45202030
1,2005-02-11,AAPL,037833100,APPLE INC,,,,,,408586000.0,21456710.0,1.32,81.21,81.76,78.94,79.81,320193.0,452020,45,45202030
1,2005-02-14,AAPL,037833100,APPLE INC,,,,,,408586000.0,22711490.0,1.32,84.63,84.79,82.05,82.75,320193.0,452020,45,45202030
1,2005-02-15,AAPL,037833100,APPLE INC,,,,,,408586000.0,41480980.0,1.32,88.41,89.08,86.0,86.6,320193.0,452020,45,45202030
1,2005-02-16,AAPL,037833100,APPLE INC,,,,,,408586000.0,29255230.0,1.32,90.13,90.2,87.35,88.17,320193.0,452020,45,45202030
1,2005-02-17,AAPL,037833100,APPLE INC,,,,,,408586000.0,27112940.0,1.32,87.81,90.88,87.45,90.65,320193.0,452020,45,45202030
1,2005-02-18,AAPL,037833100,APPLE INC,,,,,,408586000.0,20772360.0,1.32,86.81,87.86,86.25,87.86,320193.0,452020,45,45202030
1,2005-02-22,AAPL,037833100,APPLE INC,,,,,,408586000.0,21773010.0,1.32,85.29,88.3,85.29,86.35,320193.0,452020,45,45202030
1,2005-02-23,AAPL,037833100,APPLE INC,,,,,,408586000.0,24013700.0,1.32,88.23,88.45,85.55,86.72,320193.0,452020,45,45202030
1,2005-02-24,AAPL,037833100,APPLE INC,,,,,,408586000.0,27236660.0,1.32,88.93,89.31,87.73,88.48,320193.0,452020,45,45202030
1,2005-02-25,AAPL,037833100,APPLE INC,,,,,,408586000.0,16349980.0,1.32,88.99,89.91,88.19,89.62,320193.0,452020,45,45202030
1,2005-02-28,AAPL,037833100,APPLE INC,,,,,,817172000.0,23315520.0,0.66,44.86,45.14,43.96,44.68,320193.0,452020,45,45202030
1,2005-03-01,AAPL,037833100,APPLE INC,,,,,,817172000.0,16764190.0,0.66,44.5,45.11,44.16,44.99,320193.0,452020,45,45202030
1,2005-03-02,AAPL,037833100,APPLE INC,,,,,,817172000.0,16361370.0,0.66,44.121,44.89,44.08,44.21,320193.0,452020,45,45202030
1,2005-03-03,AAPL,037833100,APPLE INC,,,,,,817172000.0,50415970.0,0.66,41.79,44.41,41.22,44.37,320193.0,452020,45,45202030
1,2005-03-04,AAPL,037833100,APPLE INC,,,,,,817172000.0,26983860.0,0.66,42.81,43.01,41.85,42.73,320193.0,452020,45,45202030
1,2005-03-07,AAPL,037833100,APPLE INC,,,,,,817172000.0,16094610.0,0.66,42.75,43.25,42.35,42.83,320193.0,452020,45,45202030
1,2005-03-08,AAPL,037833100,APPLE INC,,,,,,817172000.0,36476030.0,0.66,40.53,42.16,40.1,41.84,320193.0,452020,45,45202030
1,2005-03-09,AAPL,037833100,APPLE INC,,,,,,817172000.0,47205460.0,0.66,39.35,40.28,38.83,39.64,320193.0,452020,45,45202030
1,2005-03-10,AAPL,037833100,APPLE INC,,,,,,817172000.0,27744780.0,0.66,39.83,40.26,39.1,39.53,320193.0,452020,45,45202030
1,2005-03-11,AAPL,037833100,APPLE INC,,,,,,817172000.0,22457340.0,0.66,40.27,40.59,39.8,40.26,320193.0,452020,45,45202030
1,2005-03-14,AAPL,037833100,APPLE INC,,,,,,817172000.0,21618370.0,0.66,40.32,40.79,39.52,40.66,320193.0,452020,45,45202030
1,2005-03-15,AAPL,037833100,APPLE INC,,,,,,817172000.0,18257170.0,0.66,40.96,41.14,40.25,40.65,320193.0,452020,45,45202030
1,2005-03-16,AAPL,037833100,APPLE INC,,,,,,817172000.0,24932190.0,0.66,41.18,42.31,40.78,41.08,320193.0,452020,45,45202030
1,2005-03-17,AAPL,037833100,APPLE INC,,,,,,822269000.0,28668450.0,0.66,42.25,42.88,41.32,41.58,320193.0,452020,45,45202030
1,2005-03-18,AAPL,037833100,APPLE INC,,,,,,822269000.0,34167510.0,0.66,42.96,43.44,42.5,43.32,320193.0,452020,45,45202030
1,2005-03-21,AAPL,037833100,APPLE INC,,,,,,822269000.0,19314910.0,0.66,43.7,43.97,42.86,43.36,320193.0,452020,45,45202030
1,2005-03-22,AAPL,037833100,APPLE INC,,,,,,822269000.0,19698990.0,0.66,42.83,43.96,42.68,43.67,320193.0,452020,45,45202030
1,2005-03-23,AAPL,037833100,APPLE INC,,,,,,822269000.0,21797040.0,0.66,42.55,43.4,42.02,42.53,320193.0,452020,45,45202030
1,2005-03-24,AAPL,037833100,APPLE INC,,,,,,822269000.0,12603320.0,0.66,42.5,43.0,42.5,42.91,320193.0,452020,45,45202030
1,2005-03-28,AAPL,037833100,APPLE INC,,,,,,822269000.0,9914520.0,0.66,42.53,42.96,42.47,42.75,320193.0,452020,45,45202030
1,2005-03-29,AAPL,037833100,APPLE INC,,,,,,822269000.0,16529290.0,0.66,41.75,42.83,41.5,42.54,320193.0,452020,45,45202030
1,2005-03-30,AAPL,037833100,APPLE INC,,,,,,822269000.0,14120690.0,0.66,42.8,42.8,41.821,42.07,320193.0,452020,45,45202030
1,2005-03-31,AAPL,037833100,APPLE INC,,,,,,822269000.0,22730760.0,0.66,41.67,42.52,41.59,42.34,320193.0,452020,45,45202030
1,2005-04-01,AAPL,037833100,APPLE INC,,,,,,822269000.0,22945200.0,0.66,40.89,42.18,40.57,42.09,320193.0,452020,45,45202030
1,2005-04-04,AAPL,037833100,APPLE INC,,,,,,822269000.0,20714950.0,0.66,41.09,41.31,40.16,40.91,320193.0,452020,45,45202030
1,2005-04-05,AAPL,037833100,APPLE INC,,,,,,822269000.0,19938380.0,0.66,41.89,42.24,41.09,41.22,320193.0,452020,45,45202030
1,2005-04-06,AAPL,037833100,APPLE INC,,,,,,822269000.0,14817130.0,0.66,42.33,42.81,42.15,42.3,320193.0,452020,45,45202030
1,2005-04-07,AAPL,037833100,APPLE INC,,,,,,822269000.0,18133190.0,0.66,43.56,43.75,42.25,42.4,320193.0,452020,45,45202030
1,2005-04-08,AAPL,037833100,APPLE INC,,,,,,822269000.0,23215820.0,0.66,43.74,44.45,43.54,43.7,320193.0,452020,45,45202030
1,2005-04-11,AAPL,037833100,APPLE INC,,,,,,822269000.0,29361510.0,0.66,41.92,44.25,41.91,44.15,320193.0,452020,45,45202030
1,2005-04-12,AAPL,037833100,APPLE INC,,,,,,822269000.0,35099820.0,0.66,42.66,43.19,42.01,42.44,320193.0,452020,45,45202030
1,2005-04-13,AAPL,037833100,APPLE INC,,,,,,822269000.0,50306530.0,0.66,41.04,42.99,40.39,42.91,320193.0,452020,45,45202030
1,2005-04-14,AAPL,037833100,APPLE INC,,,,,,822269000.0,98485620.0,0.66,37.26,39.98,36.84,38.86,320193.0,452020,45,45202030
1,2005-04-15,AAPL,037833100,APPLE INC,,,,,,823137000.0,61781960.0,0.96,35.35,37.25,35.28,36.7,320193.0,452020,45,45202030
1,2005-04-18,AAPL,037833100,APPLE INC,,,,,,823137000.0,47405690.0,0.96,35.62,36.3,34.0,35.0,320193.0,452020,45,45202030
1,2005-04-19,AAPL,037833100,APPLE INC,,,,,,823137000.0,38818690.0,0.96,37.09,37.44,35.87,36.51,320193.0,452020,45,45202030
1,2005-04-20,AAPL,037833100,APPLE INC,,,,,,823137000.0,34122500.0,0.96,35.51,37.74,35.44,37.7,320193.0,452020,45,45202030
1,2005-04-21,AAPL,037833100,APPLE INC,,,,,,823137000.0,27263820.0,0.96,37.18,37.21,35.9,36.2,320193.0,452020,45,45202030
1,2005-04-22,AAPL,037833100,APPLE INC,,,,,,823137000.0,29984310.0,0.96,35.5,37.0,34.9,36.84,320193.0,452020,45,45202030
1,2005-04-25,AAPL,037833100,APPLE INC,,,,,,823137000.0,26693780.0,0.96,36.98,37.02,36.11,36.46,320193.0,452020,45,45202030
1,2005-04-26,AAPL,037833100,APPLE INC,,,,,,823137000.0,29027580.0,0.96,36.19,37.51,36.12,36.79,320193.0,452020,45,45202030
1,2005-04-27,AAPL,037833100,APPLE INC,,,,,,823137000.0,21945750.0,0.96,35.95,36.36,35.51,35.82,320193.0,452020,45,45202030
1,2005-04-28,AAPL,037833100,APPLE INC,,,,,,823137000.0,20570640.0,0.96,35.54,36.34,35.24,36.34,320193.0,452020,45,45202030
1,2005-04-29,AAPL,037833100,APPLE INC,,,,,,823137000.0,23994560.0,0.96,36.06,36.23,35.22,36.15,320193.0,452020,45,45202030
1,2005-05-02,AAPL,037833100,APPLE INC,,,,,,823137000.0,16642240.0,0.96,36.43,36.65,36.02,36.26,320193.0,452020,45,45202030
1,2005-05-03,AAPL,037833100,APPLE INC,,,,,,823137000.0,17745540.0,0.96,36.21,36.74,36.03,36.4,320193.0,452020,45,45202030
1,2005-05-04,AAPL,037833100,APPLE INC,,,,,,823137000.0,16163740.0,0.96,37.15,37.2,36.1,36.11,320193.0,452020,45,45202030
1,2005-05-05,AAPL,037833100,APPLE INC,,,,,,823137000.0,13835470.0,0.96,36.68,37.27,36.47,37.25,320193.0,452020,45,45202030
1,2005-05-06,AAPL,037833100,APPLE INC,,,,,,823934000.0,11659370.0,0.95,37.24,37.33,36.79,36.89,320193.0,452020,45,45202030
1,2005-05-09,AAPL,037833100,APPLE INC,,,,,,823934000.0,12702480.0,0.95,36.97,37.45,36.75,37.28,320193.0,452020,45,45202030
1,2005-05-10,AAPL,037833100,APPLE INC,,,,,,823934000.0,15947550.0,0.95,36.42,37.25,36.33,36.75,320193.0,452020,45,45202030
1,2005-05-11,AAPL,037833100,APPLE INC,,,,,,823934000.0,73261950.0,0.95,35.61,35.67,33.11,35.2,320193.0,452020,45,45202030
1,2005-05-12,AAPL,037833100,APPLE INC,,,,,,823934000.0,34672030.0,0.95,34.13,35.59,34.0,35.5,320193.0,452020,45,45202030
1,2005-05-13,AAPL,037833100,APPLE INC,,,,,,823934000.0,25190280.0,0.95,34.77,35.23,34.07,34.19,320193.0,452020,45,45202030
1,2005-05-16,AAPL,037833100,APPLE INC,,,,,,823934000.0,16941260.0,0.95,35.55,35.71,34.53,34.66,320193.0,452020,45,45202030
1,2005-05-17,AAPL,037833100,APPLE INC,,,,,,823934000.0,21055820.0,0.95,35.36,35.46,34.54,35.2,320193.0,452020,45,45202030
1,2005-05-18,AAPL,037833100,APPLE INC,,,,,,823934000.0,22740340.0,0.95,35.84,37.56,34.99,35.45,320193.0,452020,45,45202030
1,2005-05-19,AAPL,037833100,APPLE INC,,,,,,823934000.0,28380050.0,0.95,37.55,37.68,35.78,35.78,320193.0,452020,45,45202030
1,2005-05-20,AAPL,037833100,APPLE INC,,,,,,823934000.0,16178420.0,0.95,37.55,37.65,37.19,37.24,320193.0,452020,45,45202030
1,2005-05-23,AAPL,037833100,APPLE INC,,,,,,823934000.0,37289170.0,0.95,39.76,39.9,37.85,38.0,320193.0,452020,45,45202030
1,2005-05-24,AAPL,037833100,APPLE INC,,,,,,823934000.0,21219280.0,0.95,39.7,39.99,39.03,39.45,320193.0,452020,45,45202030
1,2005-05-25,AAPL,037833100,APPLE INC,,,,,,823934000.0,14831990.0,0.95,39.78,39.95,39.32,39.5,320193.0,452020,45,45202030
1,2005-05-26,AAPL,037833100,APPLE INC,,,,,,823934000.0,18769370.0,0.95,40.74,40.94,38.8,39.94,320193.0,452020,45,45202030
1,2005-05-27,AAPL,037833100,APPLE INC,,,,,,823934000.0,11289090.0,0.95,40.56,40.79,40.01,40.66,320193.0,452020,45,45202030
1,2005-05-31,AAPL,037833100,APPLE INC,,,,,,823934000.0,14470440.0,0.95,39.7593,40.74,39.58,40.62,320193.0,452020,45,45202030
1,2005-06-01,AAPL,037833100,APPLE INC,,,,,,823934000.0,16221100.0,0.95,40.3,40.76,39.86,40.0,320193.0,452020,45,45202030
1,2005-06-02,AAPL,037833100,APPLE INC,,,,,,823934000.0,13363190.0,0.95,40.04,40.32,39.6,39.96,320193.0,452020,45,45202030
1,2005-06-03,AAPL,037833100,APPLE INC,,,,,,823934000.0,34194190.0,0.95,38.24,38.58,37.77,38.2,320193.0,452020,45,45202030
1,2005-06-06,AAPL,037833100,APPLE INC,,,,,,823934000.0,29009270.0,0.95,37.92,38.63,37.56,38.3,320193.0,452020,45,45202030
1,2005-06-07,AAPL,037833100,APPLE INC,,,,,,823934000.0,26648760.0,0.95,36.54,37.73,36.45,37.6,320193.0,452020,45,45202030
1,2005-06-08,AAPL,037833100,APPLE INC,,,,,,823934000.0,14756550.0,0.95,36.92,37.25,36.57,36.57,320193.0,452020,45,45202030
1,2005-06-09,AAPL,037833100,APPLE INC,,,,,,823934000.0,13947710.0,0.95,37.65,37.94,36.8188,37.0,320193.0,452020,45,45202030
1,2005-06-10,AAPL,037833100,APPLE INC,,,,,,823934000.0,24253190.0,0.95,35.81,37.4,35.52,37.33,320193.0,452020,45,45202030
1,2005-06-13,AAPL,037833100,APPLE INC,,,,,,823934000.0,15567600.0,0.95,35.9,36.61,35.82,35.89,320193.0,452020,45,45202030
1,2005-06-14,AAPL,037833100,APPLE INC,,,,,,823934000.0,12492030.0,0.95,36.0,36.15,35.75,35.92,320193.0,452020,45,45202030
1,2005-06-15,AAPL,037833100,APPLE INC,,,,,,823934000.0,20120880.0,0.95,37.13,37.3,36.3,36.87,320193.0,452020,45,45202030
1,2005-06-16,AAPL,037833100,APPLE INC,,,,,,823934000.0,19797990.0,0.95,37.98,38.08,36.82,37.17,320193.0,452020,45,45202030
1,2005-06-17,AAPL,037833100,APPLE INC,,,,,,823934000.0,21479110.0,0.95,38.31,38.54,37.83,38.47,320193.0,452020,45,45202030
1,2005-06-20,AAPL,037833100,APPLE INC,,,,,,823934000.0,11613570.0,0.95,37.61,38.09,37.45,37.85,320193.0,452020,45,45202030
1,2005-06-21,AAPL,037833100,APPLE INC,,,,,,823934000.0,13247120.0,0.95,37.86,38.19,37.38,37.72,320193.0,452020,45,45202030
1,2005-06-22,AAPL,037833100,APPLE INC,,,,,,823934000.0,15333450.0,0.95,38.55,38.6,38.14,38.41,320193.0,452020,45,45202030
1,2005-06-23,AAPL,037833100,APPLE INC,,,,,,823934000.0,24095270.0,0.95,38.89,39.78,38.65,38.83,320193.0,452020,45,45202030
1,2005-06-24,AAPL,037833100,APPLE INC,,,,,,823934000.0,14838010.0,0.95,37.76,39.12,37.68,39.09,320193.0,452020,45,45202030
1,2005-06-27,AAPL,037833100,APPLE INC,,,,,,823934000.0,21471430.0,0.95,37.1,38.1,36.68,36.89,320193.0,452020,45,45202030
1,2005-06-28,AAPL,037833100,APPLE INC,,,,,,823934000.0,12545270.0,0.95,37.31,37.59,37.17,37.495,320193.0,452020,45,45202030
1,2005-06-29,AAPL,037833100,APPLE INC,,,,,,823934000.0,16221980.0,0.95,36.37,37.29,36.12,37.23,320193.0,452020,45,45202030
1,2005-06-30,AAPL,037833100,APPLE INC,,,,,,823934000.0,14942860.0,0.95,36.81,37.16,36.31,36.61,320193.0,452020,45,45202030
1,2005-07-01,AAPL,037833100,APPLE INC,,,,,,823934000.0,8939052.0,0.95,36.5,36.97,36.29,36.83,320193.0,452020,45,45202030
1,2005-07-05,AAPL,037833100,APPLE INC,,,,,,823934000.0,16223820.0,0.95,37.98,38.15,36.5,36.55,320193.0,452020,45,45202030
1,2005-07-06,AAPL,037833100,APPLE INC,,,,,,823934000.0,14259100.0,0.95,37.39,38.16,37.2,37.71,320193.0,452020,45,45202030
1,2005-07-07,AAPL,037833100,APPLE INC,,,,,,823934000.0,13723590.0,0.95,37.63,37.76,36.8,36.8,320193.0,452020,45,45202030
1,2005-07-08,AAPL,037833100,APPLE INC,,,,,,823934000.0,10388560.0,0.95,38.25,38.28,37.47,37.87,320193.0,452020,45,45202030
1,2005-07-11,AAPL,037833100,APPLE INC,,,,,,823934000.0,13946910.0,0.95,38.1,38.65,37.78,38.39,320193.0,452020,45,45202030
1,2005-07-12,AAPL,037833100,APPLE INC,,,,,,823934000.0,13850580.0,0.95,38.24,38.4,37.91,38.24,320193.0,452020,45,45202030
1,2005-07-13,AAPL,037833100,APPLE INC,,,,,,823934000.0,27421230.0,0.95,38.35,38.5,37.9,38.29,320193.0,452020,45,45202030
1,2005-07-14,AAPL,037833100,APPLE INC,,,,,,823934000.0,74859280.0,1.26,40.75,42.01,40.23,40.8,320193.0,452020,45,45202030
1,2005-07-15,AAPL,037833100,APPLE INC,,,,,,827981000.0,24566130.0,1.26,41.55,41.57,40.46,40.87,320193.0,452020,45,45202030
1,2005-07-18,AAPL,037833100,APPLE INC,,,,,,827981000.0,20981690.0,1.26,41.49,42.1,41.37,41.58,320193.0,452020,45,45202030
1,2005-07-19,AAPL,037833100,APPLE INC,,,,,,827981000.0,23978250.0,1.26,43.19,43.23,41.07,41.07,320193.0,452020,45,45202030
1,2005-07-20,AAPL,037833100,APPLE INC,,,,,,827981000.0,16220140.0,1.26,43.63,43.8,42.65,42.86,320193.0,452020,45,45202030
1,2005-07-21,AAPL,037833100,APPLE INC,,,,,,827981000.0,14481570.0,1.26,43.29,44.04,42.9,43.7,320193.0,452020,45,45202030
1,2005-07-22,AAPL,037833100,APPLE INC,,,,,,827981000.0,10777400.0,1.26,44.0,44.0,43.39,43.5,320193.0,452020,45,45202030
1,2005-07-25,AAPL,037833100,APPLE INC,,,,,,827981000.0,10534890.0,1.26,43.81,44.28,43.73,43.99,320193.0,452020,45,45202030
1,2005-07-26,AAPL,037833100,APPLE INC,,,,,,827981000.0,9594607.0,1.26,43.63,44.11,43.36,44.04,320193.0,452020,45,45202030
1,2005-07-27,AAPL,037833100,APPLE INC,,,,,,827981000.0,10136050.0,1.26,43.99,44.07,42.67,43.82,320193.0,452020,45,45202030
1,2005-07-28,AAPL,037833100,APPLE INC,,,,,,827981000.0,9072535.0,1.26,43.8,44.0,43.3,43.85,320193.0,452020,45,45202030
1,2005-07-29,AAPL,037833100,APPLE INC,,,,,,827981000.0,20123080.0,1.26,42.65,44.38,42.26,43.56,320193.0,452020,45,45202030
1,2005-08-01,AAPL,037833100,APPLE INC,,,,,,827981000.0,11279150.0,1.26,42.75,43.08,42.08,42.57,320193.0,452020,45,45202030
1,2005-08-02,AAPL,037833100,APPLE INC,,,,,,827981000.0,10618760.0,1.26,43.19,43.5,42.61,42.89,320193.0,452020,45,45202030
1,2005-08-03,AAPL,037833100,APPLE INC,,,,,,829829000.0,9342274.0,1.27,43.22,43.31,42.77,43.19,320193.0,452020,45,45202030
1,2005-08-04,AAPL,037833100,APPLE INC,,,,,,829829000.0,9756315.0,1.27,42.71,43.0,42.29,42.89,320193.0,452020,45,45202030
1,2005-08-05,AAPL,037833100,APPLE INC,,,,,,829829000.0,8658426.0,1.27,42.99,43.36,42.02,42.6,320193.0,452020,45,45202030
1,2005-08-08,AAPL,037833100,APPLE INC,,,,,,829829000.0,6315015.0,1.27,42.65,43.25,42.61,43.0,320193.0,452020,45,45202030
1,2005-08-09,AAPL,037833100,APPLE INC,,,,,,829829000.0,13836850.0,1.27,43.82,43.89,42.91,42.91,320193.0,452020,45,45202030
1,2005-08-10,AAPL,037833100,APPLE INC,,,,,,829829000.0,12917050.0,1.27,43.38,44.39,43.31,44.0,320193.0,452020,45,45202030
1,2005-08-11,AAPL,037833100,APPLE INC,,,,,,829829000.0,9731104.0,1.27,44.0,44.12,43.25,43.4,320193.0,452020,45,45202030
1,2005-08-12,AAPL,037833100,APPLE INC,,,,,,829829000.0,33312820.0,1.27,46.1,46.22,43.36,43.46,320193.0,452020,45,45202030
1,2005-08-15,AAPL,037833100,APPLE INC,,,,,,829829000.0,38806270.0,1.27,47.68,48.33,46.45,46.63,320193.0,452020,45,45202030
1,2005-08-16,AAPL,037833100,APPLE INC,,,,,,829829000.0,19230250.0,1.27,46.25,47.5,46.21,47.4,320193.0,452020,45,45202030
1,2005-08-17,AAPL,037833100,APPLE INC,,,,,,829829000.0,18115640.0,1.27,47.15,47.44,46.37,46.4,320193.0,452020,45,45202030
1,2005-08-18,AAPL,037833100,APPLE INC,,,,,,829829000.0,15805680.0,1.27,46.3,47.0,45.75,46.87,320193.0,452020,45,45202030
1,2005-08-19,AAPL,037833100,APPLE INC,,,,,,829829000.0,13639040.0,1.27,45.83,46.7,45.77,46.28,320193.0,452020,45,45202030
1,2005-08-22,AAPL,037833100,APPLE INC,,,,,,829829000.0,13852860.0,1.27,45.87,46.75,45.26,46.21,320193.0,452020,45,45202030
1,2005-08-23,AAPL,037833100,APPLE INC,,,,,,829829000.0,10558560.0,1.27,45.74,46.1,45.32,45.95,320193.0,452020,45,45202030
1,2005-08-24,AAPL,037833100,APPLE INC,,,,,,829829000.0,20425880.0,1.27,45.77,47.12,45.59,45.6,320193.0,452020,45,45202030
1,2005-08-25,AAPL,037833100,APPLE INC,,,,,,829829000.0,9867375.0,1.27,46.06,46.49,45.81,46.12,320193.0,452020,45,45202030
1,2005-08-26,AAPL,037833100,APPLE INC,,,,,,829829000.0,9323216.0,1.27,45.74,46.34,45.36,46.12,320193.0,452020,45,45202030
1,2005-08-29,AAPL,037833100,APPLE INC,,,,,,829829000.0,9135876.0,1.27,45.84,46.031,45.26,45.31,320193.0,452020,45,45202030
1,2005-08-30,AAPL,037833100,APPLE INC,,,,,,829829000.0,18525140.0,1.27,46.57,46.79,45.92,45.99,320193.0,452020,45,45202030
1,2005-08-31,AAPL,037833100,APPLE INC,,,,,,829829000.0,14390190.0,1.27,46.89,47.03,46.27,46.86,320193.0,452020,45,45202030
1,2005-09-01,AAPL,037833100,APPLE INC,,,,,,829829000.0,12723280.0,1.27,46.26,47.17,46.09,46.99,320193.0,452020,45,45202030
1,2005-09-02,AAPL,037833100,APPLE INC,,,,,,829829000.0,7940804.0,1.27,46.22,46.8,46.12,46.3,320193.0,452020,45,45202030
1,2005-09-06,AAPL,037833100,APPLE INC,,,,,,829829000.0,29224980.0,1.27,48.8,48.88,46.55,46.7,320193.0,452020,45,45202030
1,2005-09-07,AAPL,037833100,APPLE INC,,,,,,829829000.0,34371730.0,1.27,48.68,49.4,47.92,49.07,320193.0,452020,45,45202030
1,2005-09-08,AAPL,037833100,APPLE INC,,,,,,829829000.0,25090880.0,1.27,49.78,50.12,49.14,49.38,320193.0,452020,45,45202030
1,2005-09-09,AAPL,037833100,APPLE INC,,,,,,829829000.0,21987670.0,1.27,51.31,51.35,49.79,50.07,320193.0,452020,45,45202030
1,2005-09-12,AAPL,037833100,APPLE INC,,,,,,829829000.0,16162110.0,1.27,51.4,51.63,50.58,51.1,320193.0,452020,45,45202030
1,2005-09-13,AAPL,037833100,APPLE INC,,,,,,829829000.0,17601430.0,1.27,50.82,51.29,50.32,51.0,320193.0,452020,45,45202030
1,2005-09-14,AAPL,037833100,APPLE INC,,,,,,829829000.0,16941190.0,1.27,49.61,51.19,49.462,51.06,320193.0,452020,45,45202030
1,2005-09-15,AAPL,037833100,APPLE INC,,,,,,829829000.0,14456780.0,1.27,49.87,50.18,49.33,50.0,320193.0,452020,45,45202030
1,2005-09-16,AAPL,037833100,APPLE INC,,,,,,829829000.0,21097990.0,1.27,51.21,51.21,49.95,50.23,320193.0,452020,45,45202030
1,2005-09-19,AAPL,037833100,APPLE INC,,,,,,829829000.0,27980000.0,1.27,52.64,52.89,51.05,51.05,320193.0,452020,45,45202030
1,2005-09-20,AAPL,037833100,APPLE INC,,,,,,829829000.0,29295910.0,1.27,53.19,53.81,52.92,52.96,320193.0,452020,45,45202030
1,2005-09-21,AAPL,037833100,APPLE INC,,,,,,829829000.0,15497840.0,1.27,52.11,53.05,51.86,52.96,320193.0,452020,45,45202030
1,2005-09-22,AAPL,037833100,APPLE INC,,,,,,829829000.0,16561200.0,1.27,51.9,52.47,51.32,51.88,320193.0,452020,45,45202030
